Номенклатура,Штрихкоды,Ед.,Основной тип цен
"Килька балт, обжар, с овощами в томатном соусе по-гавайски ключ 240 гр/18",4605463006550,шт,745
"Килька балт, обжар, с овощами в томат соусе по-венгерски ключ 240 гр/18",4605463000039,шт,595
"Килька балт. (шпрот) неразд обжар, в томат соусе чили ключ 240 гр/18",4605463008981,шт,865
"Килька балт. (шпрот) неразд.обжар. в томат, соусе ключ 175гр/24",4605463005454,шт,795
Горбуша натуральная Celeste 250 гр/24,4607043163660,шт,"1,140"
Тунец СКИПДЖЕК филе натуральный 185гр/24,4607043160324,шт,"1,235"
Тунец СКИПДЖЕК филе в масле 185гр/24,4607043160331,шт,"1,265"
Тунец в масле для салатов 185r/24,4607043160317,шт,830
Тунец натуральный для салатов 185r/24,4607043160300,шт,805
Тунец натуральный для салатов Celeste NEW 185 гр/24,4607043163615,шт,805
Тунец в масле для салатов Celeste NEW 185 гр/24,4607043163622,шт,780
Салат из тунца полос. филе в соусе кимчи ключ 160 гр.,4605463008028,шт,965
Салат из тунца полос. филе паржский ключ 160 гр.,4605463008011,шт,965
Салат из тунца полос. филе прованс ключ 160 гр.,4605463007991,шт,965
Салат из тунца полос. филе с киноа и томатами ключ 160 гр.,4605463008042,шт,965
Салат из тунца полос. филе с киноа и травами ключ 160 гр.,4605463008004,шт,965
Шпроты Селесте в масле из балт.кильки 160 гр.,4607043162038,шт,"1,045"
"Тунец натуральный полосатый Атлантическая пиламида с опен крышкой 0,240кг",4870004930841,шт,"1,180"
"Горбуша натуральная с добавлением масла 0,240кг",4870004936799,шт,905
ТунецФиле натуральный  Celeste NEW 140 гр/24,4607043163639,шт,"1,180"
Сардина атлант.кусочки натур. с добав. масла ключ 185гр,4605463003122,шт,"1,085"
Сельд атлант. натур. с добав. масла ключ 185гр,4605463003146,шт,920
Скумбрия в томатном соусе Celeste 250гр,4607043162090,шт,"1,020"
Тунец филе в масле 140 гр.,4607043162373,шт,"1,105"
Тунец филе натуральный 140 гр.,4607043162403,шт,"1,080"
Бумажная продукция,,,
"""RUTA"" Бумажные полотенца 2 рул 2 сл Белые Universal",4820023740730,шт,"1,160"
"""RUTA"" платочки носовые 3сл 10*10",4820023749054,шт,150
Корм для животных,,,
Кош корм FELIXапетитные кус говядина 75гр,8445290141552 7613287160935,шт,230
Кош корм FELIXапетитные кус кролик 75гр,8445290141590,шт,230
Кош корм FELIXапетитные кус Фрель 75гр,8445290141811,шт,230
Кош корм FELIXапетитные кус Ягненок 75гр,8445290141576,шт,230
Кош корм FELIXапетитные кус Индейка 75гр,8445290140159,шт,230
Кош корм FELIXапетитные кус Курица 75гр,8445290136947,шт,230
Кош корм Дарлинг говядина в подливе 75гр,8445290761057,шт,170
Кош корм Дарлинг Курица в подливе 75гр,8445290762801,шт,170
Кош корм Дарлинг Индейка в подливе 75гр,8445290765789,шт,170
FELIX Мясные ломтики Утка 26х75 г,7613287160959,шт,230
ONE Взрослая Кошка Говядина Морк 26х75 г,7613037738391,шт,300
ONE Домашняя Кошка Курица Морковь 26х75 г,7613037737806,шт,300
ONE Котят Курица  Морковь 26х75 г,7613037737967,шт,300
ONE Стерил Кошка Курица Зел Фас Курица   26х75 г,7613037738506,шт,300
GOURMET ПЕРЛ Соус Индейка 26х75 г,7613287870650,шт,315
ONE STERILCAT GiG Beef 26х75 г,7613287588425,шт,270
Дарлинг  Кошка Мясо&Овощи 8х760г,8445290784773,шт,"1,570"
ONE взросл Кош Кур ИНД 10х200г,8002205358179 2538302870017,шт,"1,100"
ONE Стерил Лос  10х200г,7613032758837,шт,995
FELIX Двойная Вкуснятина Мясо 10х200 г,7613287859969,шт,885
FELIX Двойная Вкуснятина с мясом 8х600 г,7613287861702,шт,"2,140"
ONE Чувств Кош Инд 10х200г,3222270494052,шт,"1,100"
ONE Котят Кур10х200г,8002205358148,шт,"1,005"
FELIX Мясное объедение Курица 10х200г,7613287073594,шт,885
ГУРМЭ НатурРецГовядина  Томат 26х75 г,7613038299761,шт,320
ГУРМЭ НатурРецИнд Гор Томат 26х75 г,7613038299891,шт,320
Кош корм Дарлинг Утка в подливе 75гр,8445290764225,шт,170
Кош корм Дарлинг Лосось в подливе 75гр,8445290765765,шт,170
Деликатес Куриный в/с Нарлен,2500504050016,кг,"3,325"
ONE Дом Кош Индейка целн злаки10х200г,9555108413495,шт,995
ГУРМЭ Натур говяд соус 26х75 г,7613287870193,шт,320
ONE взросл Кош Кур ИНД  злаки10х200г,8002205383287,шт,"1,100"
Кош корм FELIX апетитные кус Лосось 75гр,8445290140111,шт,230
Кош корм FELIX двойн Вкусн Лосось Фрель 75гр,8445290149268,шт,210
ГУРМЭ НатурРец Лосось зел фасоль 26х75 г,7613038299730,шт,320
ONE НатурРец Утка морковь 26х75 г,7613287851994,шт,275
Кош корм Дарлинг Ягненок в подливе 75гр,8445290765741,шт,170
Корм кош FELIX  Курица ТОМ 26х75 г,8445290140135,шт,230
Корм кош FELIX  Курица Говядина 26х75 г,8445290144155,шт,300
Дарлинг  Кошка Птица&Овощи 8х760г,8445290788214,шт,"1,570"
Кош корм сухой PET FOOD CAT 500гр,4870209560584,шт,850
FELIX Мясное обьедение Говядина 8х600 г,7613287074126,шт,"2,035"
FELIX Мясное обьедение Курица 8х600 г,7613287073969,шт,"2,140"
Китекат курочка аппетит 20х350г,4607065371043,шт,780
Китекат Телятинка аппетит 20х350г,4607065371227,шт,780
Китекат Мясной пир 20х350г,4607065371166,шт,780
Вискас под/паш об. с лососем 9х350г,4607065375133,шт,"1,195"
Вискас под.гов.д.стер. кош  9х350г,4607065372842,шт,"1,195"
Вискас под/паш куриц/индейк 9х350г,4607065375119,шт,"1,195"
Whiskas котят.м.подуш ИндМор 9х350г,4607065003135,шт,"1,195"
Удаленные товары,,,
новый,2500101330016,шт,
Посуда,,,
Бутылка для воды 1100мл,2500400830019,шт,"1,700"
Бутылка для воды 500мл,2500400840018,шт,"1,100"
Бутылка для воды 600мл,2500400850017,шт,"1,265"
Бокал для напитков,2500400860016,шт,750
Бокал для напитков подар Gracia Cup,4690676261261 4690676259572,шт,980
Бокал подарок,7031703419922 7031703417041 7031703419939,шт,"1,980"
Бокал подарок мини,8528614817644,шт,"1,550"
Набор стаканы,4660136724070,шт,"3,500"
"Мясо ,мясные продукты",,,
Мясо говядины,2500800590018,кг,"3,600"
Мясо Конины,2500800600014,кг,"3,500"
Печень говяжья,2500800610013,кг,"1,500"
Сердце говяжья,2500800620012,кг,"2,000"
Почки говяжьи,2500800630011,кг,300
Легкие говяжьи,2500800640010,кг,600
Суп набор,2500800650019,кг,500
Мясо говядины Мякоть,2500800660018,кг,"4,000"
Фарш из Мясо говядины,2500800670017,кг,"3,900"
Мякоть Мясо Конины,2500800680016,кг,"3,800"
Передняя часть Мясо Конины,2500800690015,шт,"2,700"
Уголок Мясо Конины,2500800700011,шт,"2,800"
Казы Мясо Конины,2500800710010,кг,"4,200"
Шужык Мясо Конины,2500800720019,кг,"4,000"
Холодец WO,2500800730018,кг,"2,000"
Суп набор 2,2500801270018,кг,"1,500"
Пельмени (Говядина) WO,2500801970017,кг,"3,300"
Блины WO,2500801980016,кг,"2,080"
Печеночный торт WO,2500801990015,кг,"3,500"
Куырдак из мяса конины WO,2500802000010,кг,"3,700"
Жая,2500802010019,кг,"4,000"
Манты с тыквой (Говядина) WO,2500802030017,кг,"3,700"
Манты классические (Говядина) WO,2500802040016,кг,"3,800"
Манты из рубленого мяса (Говядина) WO,2500802050015,кг,"4,000"
Котлеты (Говядина) WO,2500802110016,кг,"3,700"
Тефтели (Говядина) WO,2500802120015,кг,"3,700"
Голубцы (Говядина) WO,2500802130014,кг,"3,700"
Фарш Ливерный,2500802440014,кг,"2,600"
НОв,2500802460012,кг,"3,000"
Нога говяжья,2500802870019,кг,"1,500"
Казы Мясо Конины варенный,2500802910012,кг,"7,000"
Куырдак из мяса говядина на 7-персон,2500802970016,кг,"10,000"
Соленое мясо конинна WO,2500803370013,кг,"3,800"
Обед Тефтели (Говядина) с гарниром WO,2500803430014,кг,"1,300"
Карта (Конины),2500803610010,кг,"1,500"
Куырдак из мяса говяжий WO,2500804320017,кг,"3,800"
Язык говяжий,2500804560017,кг,"3,500"
Ребро говяжий,2500804570016,кг,"3,600"
Хвость (Говядины),2500805520010,кг,"1,500"
Наурыз коже,2500805840019,шт,"1,000"
"Коже 1,0л WO",2500805860017,шт,600
Кулич,2500808410011,шт,500
Готовый куырдак из мяса конины WO,2500902310019,кг,"4,300"
Передняя часть Баранина,2500903210011,кг,"3,800"
Задняя часть Баранина,2500903220010,кг,"4,000"
Ребро Барнина,2500903230019,кг,"3,800"
Мясо Баранина,2500903240018,кг,"3,800"
Курдюк Баранина,2500903540019,кг,"3,500"
Шашлык Баранина,2500903860018,кг,"5,000"
Контейнер,2500907170014,шт,60
Вареники с картошкой WO,2500907570012,кг,"1,800"
Лапша домашний WO,2500907620014,кг,"1,500"
"Коже 1,5л  WO",2500908400011,шт,900
Куырдак из говядины WO,2500908630012,кг,"3,000"
Запеченная Окорочка,2500908800019,кг,"2,500"
Голубцы готовый обед,2500803700018,шт,950
Подлива,2500803710017,шт,75
"Тефтели ,гарнир пюре обед",2500803720016,шт,950
Пюре картофельное,2500803730015,шт,210
Мясо гуляш с гарниром Макароны обед,2500803770011,шт,950
Котлета с рисом  готов обед,2500803780010,шт,955
Котлета с пюре  готов обед,2500803800015,шт,955
Котлета с рисом  готов обед с салатом,2500803920010,шт,955
Пирог Медовый,2500804000018,кг,"4,660"
Торт,2500804010017,шт,950
PM Hansa Скумбрия атлант. филе натурал.с доб-ем. масла 175г,4610091241563,шт,"1,295"
PM Hansa Тунец бланширов. в масле 175г,4610000621158,шт,"1,330"
PM №2 Шпроты в масле из балтийской кильки 160г,96146516,шт,710
PM №2 КЛЮЧ Шпроты в масле из балтийской кильки 160г,4610000620519,шт,780
PM Hansa Шпрот копченый в томатном соусе 175г,4610000622131,шт,895
PM №6У Ключ Горбуша натуральная с добавлением масла 250г,4610000626740,шт,"1,045"
PM №6 У КЛЮЧ Килбка балийская неразделанная в томатнгом соусе 250г,4610000623206,шт,620
"Либелла Яблоко 0,5 л.",4870144474120,шт,280
Водка QULAN ORIGINAL 0.2/28,4870001303136,шт,"1,055"
"Водка QULAN ORIGINAL 0,5/12",4870001303143,шт,"2,220"
Зуб/п Colgate L1 Макс. Защита от кариеса 50мл х72,6920354840432,шт,360
